Dario Dainelli
Eric Martel
Joscha Wosz
Markus Schopp
Jonathan Bachini
Antonio Filippini
Matuzalém
Stephen Appiah
Roberto Guana
Charlie Cresswell
Alejandro Correa
Jonas Kersken
Franco Di Santo
Jorge Teixeira
Timo Hildebrand
Luca Toni
Benjamin Bellot
Simone Del Nero
Adrian Oeynhausen
Massimiliano Caputo
Mario Salgado
Evan Horwood
Gianluca Pagliuca
Joshua Schwirten
Florian Wirtz
Ferdinando Coppola
Sergi García
Victor Moses
Andrea Pansera
Brian Ocampo
Marcello Castellini
Giulio Falcone
Max Thompson
Andreas Hinkel
Michele Paramatti
Marco Zanchi
Emanuele Brioschi
Ferran Jutglà
Vicente Esquerdo
Cristian Zaccardo
Elderson
Vlado Smit
Max Rosenfelder
Christian Amoroso
Damien Le Tallec
Benjamin Moukandjo
Flavio Leoni
Tomas Locatelli
Faris Moumbagna
Carlo Nervo
Xavier Simons
Renato Olive
Oussama Falouh
Fabio Macellari
Uwe Gospodarek
Leonardo Colucci
Mattia Felici
Emiliano Salvetti
Florent Poulolo
Roberto Goretti
Ronny Philp
Edgar Prib
Mourad Meghni
Alessandro Frara
Julio Cruz
Dani
Giacomo Cipriani
Armin Bacinovic
Claudio Bellucci
Luigi Della Rocca
Luca Moro
Nahuel Noll
Ahmed Salah Hosny
Gianluca Berti
Jamie Chandler
Billy Dennehy
Paul Mbelek
Gavin Donoghue
David Dowson
David Bret
Curro Galán
Stefano Lucchini
Luca Rossettini
Roberto Mirri
Gianluca Atzori
André Anderson
Andrea Cupi
Cribari
Manuel Belleri
Djegui Koita
Luan Capanni
Matheus Nunes
Francesco D'Aniello
Francesco Tavano
Federico Arias
Vince Grella
Antony
Alessandro Bianco
Guillem Molina
Ighli Vannucchi
Matej Delac
Petar Zovko
Fabrizio Ficini
Marco Barollo
Flavio Giampieretti
Tommaso Rocchi
Stefano Piccinini
Francesco Pratali
Rajko Brezancic
Luca Saudati
Lluis Andreu
Rüdiger Kauf
Massimiliano Cappellini
Antonio Di Natale
Gaetano Grieco
Francesco Lodi
Marco Ballotta
Adriano Zancopè
Marco Zamboni
Luis Meseguer
Leonardo Pezzola
Ángel Bernabé
Klemen Hvalic
Jacopo Balestri
Yrius Roberto Carboni
Mauro Mayer
Emmanuel Ekong
Alessandro Zamperini
Philipp Klement
Marvin Park
Krisztián Lisztes
Roberto Cevoli
Luca Ungari
Marcos Acuña
Andrea Quaglia
Filippo Rinaldi
Gabriele Artistico
Stefano Mauri
Gabriel Marusic
Nemanja Motika
Johannes Schenk
Gabriel Vidovic
Nicola Campedelli
Steven Zellner
Thiago
Jonathan dos Santos
Marcello Albino
Alessandro Mercati
Giuseppe Sculli
Paolo Ponzo
Giovanni Orfei
Massimo Scoponi
João Pedro Piai
Rui Marques
Andrea Fabbrini
Loïc Abenzoar
Carlo Taldo
Alexandre Bouchard
Yacine Brahimi
Jean-Clair Todibo
Giacomo Ferrari
Mickaël Charvet
Jonas Dirkner
Christalino Atemona
Yoann Court
Bira Dembélé
Diomansy Kamara
Kévin Diaz
Mehmet Ibrahimi
Loïc Dufau
Sebastian Eriksson
Lamine Gassama
Rubens Pasino
Valère Germain
Maxime Gonalons
Mathieu Gorgelin
Sebastian Soto
Lossémy Karaboué
Mikail Maden
Yohann Lasimant
Maxime Le Marchand
Benjamin Levacher
Anthony Lopes
Francesco Migliore
Yohan Mollo
Yann M'Vila
Zan Luk Leban
Nicolas N'Koulou
Prince Oniangué
Luca Castellazzi
Florent Petit
Jérémy Pied
Abdoul Camara
Lucas Ribeiro
Martin Lejsal
Yannick Sagbo
Nicolas Seguin
Samuel Souprayen
Roberto Pinto
Emanuele Belardi
Yohann Thuram
Kévin Théophile-Catherine
Eric Tié Bi
Pierrick Valdivia
Joshua Eze
Jorge Vargas
Distel Zola
Herculano Nabian
Bruno Cirillo
Gianluca Falsini
Arne Schulz
Vladislav Cherny
Julian Frommann
Theodor Gebre Selassie
Giovanni Morabito
Percy Prado
Gaoussou Traoré
Sanasi Sy
Mauro Burruchaga
Martin Jiranek
Denis Franchi
Ivan Franceschini
Jacopo De Matteis
Alessandro Pierini
Toti
Rodrigo Zalazar
Carlos Paredes
Jonmi Magunagoitia
Makhtar Gueye
Leonardo Campana
Shunsuke Nakamura
Mozart
Marco Di Porzio
Akor Adams
Francesco Cozza
Mamede
Rayan Cherki
Hannibal
Florent Sanchez
Loum Tchaouna
Lisandru Tramoni
Ricardo Verón
Denis Tonucci
Julio de León
Daryl Janmaat
Erjon Bogdani
Enzo Adeagbo
David Di Michele
Taleb Tawatha
Les Thompson
Massimo Rastelli
Jonas Urbig
Sergio Moreno
Miguel Ángel Morro
Igor Martínez
Gianluca Savoldi
Éderson
Zeljko Kalac
Toni Sunjic
Jörn Schmiedel
Michele Tardioli
Zé Maria
Alfie Doughty
William Viali
Marco Di Loreto
Adrián Rodríguez
Adolfo Gaich
Luca Bisello Ragno
Mario Hernández
Mauro Milanese
Christian Obodo
Pablo Calandria
Merlin Röhl
Albert Cano
Marco Estrada
Gary Medel
Roberto Baronio
Fabián Orellana
Gennaro Troianiello
Thomas Schneider
Manuele Blasi
Scott Allan
Fabio Grosso
Giovanni Tedesco
Massimiliano Fusani
Stephen Husband
José Fontán
Emanuele Berrettoni
Zisis Vryzas
William Osula
Sebastian Polter
Bilal Benkhedim
Fabrizio Miccoli
Yannick Boli
Andrea Caracciolo
Thiago Carleto
Luke Mbete
Alex Robertson
Antonio Criniti
Bruno Ecuele Manga
Zvonimir Soldo
Faryd Mondragón
Marco Taddonio
Burak Kaplan
Koro Koné
Unai Vencedor
Jamie Ness
Florent Shehu
Pedro Ortiz
Alexander Huber
Gregg Wylde
Antoñín
Asier Goiria
Juanlu Hens
Filippo Frison
André Grandi
Oscar Fraulo
Wahid Faghir
Rasmus Højlund
Daniele Tazzioli
Luismi Cruz
Francesco Lunardini
Georgios Karagounis
James Morris
Ryan Alebiosu
Ethan Fitzhugh
Caleb Watts
Abdoulaye Faye
Jamal Baptiste
Ollie O'Neill
Luciano D'Auria-Henry
Jan Schröder
Yazid Kaïssi
Liam Delap
Filip Marschall
Karim Bellarabi
Jacopo Desogus
Christian Acella
Joe Cannon
Martin Spanring
Ibrahima N'Diaye
Abdelmajid Oulmers
Oliver Zandén
Álex Blesa
Pablo Picón
Marian Kelemen
Matías Arezo
Sam Woods
Giovanni McGregor
Ahmadou Dia
Nassim Ahmed
Stepan Vachousek
James Hill
Mamadou Niang
Daniele Sgammini
Ciaron Brown
Mohamed Sissoko
Nnamdi Ofoborh
Pablo Thiam
Edoardo Piana
Karim Zedadka
René Handreck
Kylian Kaïboue
Marcos Paulo
Bashir Humphreys
José Callejón
Roberto Falivena
Rico Richards
Isaac Price
Silas
Marcel Eger
Christian Tiffert
Florian Lechner
Tobias Rathgeb
Christian Aucelli
Jens Castrop
Gaetano Oristanio
Fabio Celestini
Borja Viguera
Ivan Saio
Marco Bertini
Filippo Porcari
Garra Dembélé
Vasilios Zagaritis
Mario Gavranovic
Carlo Polli
Jens Todt
Vincenzo Rennella
Liam McCarron
Luke Matheson
Dani Plomer
Levi Colwill
Diamond Edwards
Charlie McNeill
Will Atkinson
Alessio Ferrazza
Nikita Iosifov
Jem Karacan
Senad Lulic
Fabio Cortinovis
Mattia Sangalli
Chem Campbell
Karim Yoda
Dara Costelloe
Drissa Camara
Pablo González
Joe White
Toby King
Loic Lumbilla Kandja
Oumar Pouye
Cyril Domoraud
Ilias Kostis
Eberhard Trautner
Fabricio Coloccini
Antonio Foti
Aleksandar Prijovic
Mikael Dorsin
Camillo Ciano
Rubén Maldonado
Cenk Özkacar
Davide Lanzafame
Franco Semioli
Nicola Strambelli
Kyeong-jun Eo
Facundo Roncaglia
Sean Scannell
Hope Akpan
Young-pyo Lee
Marc Albrighton
Barry Bannan
Santiago Eneme
Abdallahi Mahmoud
Wayne Brown
Jack Collison
Ryan Donaldson
Gaetano D'Agostino
Chris Herd
Jonathan Hogg
Eric Lichaj
Shane Lowry
Eunan O'Kane
Jake Larkins
Daniel Redmond
Jordan Spence
Marek Stech
Zoltán Stieber
James Tomkins
Adam Watts
Matei Ilie
Joe Widdowson
Daniel Bradaschia
Timo Wenzel
Mauricio Pinilla
Gianmarco Ingrosso
Matteo Legittimo
Sergiu Radu
Jonathan Spedalieri
Alessandro Fontanarosa
Duccio Degli Innocenti
Paolo Rozzio
Leonardo Gabelli
Ched Evans
Filippo Neri
Ashley Grimes
Louis Pelletier
Sam Williamson
Ryan McGivern
Nuno Mendes
Tiago Tomás
Ander Barrenetxea
Emmanuel Rivière
Duccio Innocenti
Jack Colback
Jordan Cook
Jordan Henderson
Conor Hourihane
Michael Kay
Michael Liddle
Nathan Luscombe
Giorgio Cittadini
Matteo Ruggeri
Alassane Sidibe
Liam Noble
Mattia Pagliuca
Adam Reed
Paris Simmons
Martyn Waghorn
Yves Makabu-Makalambay
Amine Chermiti
Joe Anderson
Neil Etheridge
Wes Foderingham
Henryk Baluszynski
Bobby Olejnik
Joe Holt
Matthew Garbett
Pablo Cuñat
Mika Mármol
Ilaix Moriba
Diego López
Callum McManaman
Marco Moro
Jordan Mustoe
Pietro Passador
Martin Palumbo
Matteo Carnelos
Matthew Saunders
Henri Shiba
Michael Uwezu
Théophile N'Tamé
André Santos
Guido Davì
Francesco Inglese
Giuseppe Ingrassia
Antonio Mazzotta
Gianvito Misuraca
Giuseppe Polito
Nicola Rigoni
Samuele Romeo
Isaac Okoronkwo
Adriano Siragusa
Antonino Sposito
Salvatore Temperino
Paulo Costa
Emanuele Terranova
Antonio Tranchina
Daniele Conti
Carlo Failla
Gianluigi Bianco
Nicolò Buono
Jacopo Sassi
Luca Calzolaio
Mirko Eramo
Matteo Lanzoni
Guido Marilungo
Francesco Signori
Manuel Ustulin
Yildiray Bastürk
Pablo Granoche
Troy Archibald-Henville
Yuri Berchiche
Calum Butcher
David Button
Charlie Daniels
Tommy Forecast
Jake Livermore
Ryan Mason
Mario Gila
Yanis Saidani
Dion Beljo
Jonathan Obika
Teddy Alloh
Maxen Kapo
Adam Smith
Nathan Bitumazala
Kenny Nagera
Andros Townsend
Tanguy Coulibaly
Lucas Margueron
Kayne Bonnevie
Castello Lukeba
Tyler Morton
James Norris
Antonio Pio Daniele
Davide Costanzo
César Pinares
Edgar Cani
Mattia Ciucci
Raúl Goni
Alejandro Iturbe
Alfredo Pedraza
Manu Sánchez
Carlos Martín
Federico Macheda
Sam McCallum
Fábio
Rafael
Michael Bemben
Kisho Yano
Mohammed Abdellaoue
Jorge Gotor
Guillermo Grande
Al-Saadi Al Gaddafi
Iurie Iovu
José Mari
Óscar Valero
Neil Wainwright
Mohamed Bamba
Cristiano Doni
Tiziano Ramon
Michael Esser
Marko Babic
Delron Buckley
Stefan Johansen
Anders Konradsen
Yann Kembo
Haissem Hassan
Mio Backhaus
Lucas Gourna-Douath
Lenny Lacroix
Corentin Louakima
Brayann Pereira
Rocco Ascone
Noah Françoise
Malo Gusto
Phil Airey
Kaio Jorge
Mame Diouf
Mark Doninger
Shane Ferguson
Vegard Forren
Ameen Al-Dakhil
Jeff Henderson
Théo Vermot
James Tavernier
Frank Wiafe
Ante Covic
Esaú
Ioné Puga
Matteo Angeli
Luca Stanga
Luigi Palomba
Kasey McAteer
Odion Ighalo
Francesco D'Alterio
Sergio Yakubiv
Silvio Colella
Vito Mattia Radicchio
Eugenio Bracelli
Antoñito
Ole Söderberg
Michele Bragantini
Olivier Deman
David García
Daan Dierckx
Andrew Omobamidele
Cieran Slicker
Mirko Dickhaut
Lorenzo Cannavale
Tommaso De Nipoti
Radek Vitek
Matteo D'Alessandro
Cesare Casadei
Maynor Figueroa
Emmanuel Ledesma
Mirko Martucci
Sergio Bono
Danilo Russo
Hendry Thomas
Francesco Migliardi
Flavio Paoletti
Fran Pérez
Pablo Gozálbez
Zdravko Drincic
Carles Marco
Jesús Vázquez
Sergio Gimeno
Yayah Kallon
Luciano
Krystian Pearce
Amauri
Mihai Popa
Abdoulaye Bamba
Juanmi Latasa
Carlos Dotor
Luis López
Toni Fuidias
Donato Bottone
Iliman Ndiaye
Luca Castiglia
Nicola Cosentini
Salvatore D'Elia
Marco Duravia
Simone Esposito
Stefan Kießling
Piergiuseppe Maritato
Cristian Pasquato
Khadim Ndiaye
Patrick Leal
Marek Mintal
Léandre Griffit
Joris Chotard
Panagiotis Tachtsidis
Marco Caneira
Aaron Donnelly
Conor Bradley
Charlie Allen
Dale Taylor
Gerard Yepes
Nicolas Goussé
Salva Ferrer
Grégory Paisley
Manu Koné
Jani Viander
Álex Ortiz
Béni Makouana
Raúl Moro
Mattie Pollock
Nils Pfingsten-Reddig
Julen Agirrezabala
Beñat Prados
Marzio Pica
Lautaro Valenti
Luigi Sala
Kamil Kosowski
Macauley Chrisantus
Jacques-Désiré Périatambée
Lorenzo Chiti
Urko González de Zarate
Julen Lobete
Jon Magunazelaia
Unai Marrero
Ander Martín
Jon Ander Olasagasti
Javi Domínguez
Jérôme Drouin
Frank Fahrenhorst
Daniel Cousin
Sergio Mora
Roberto Pampín
Emilio
Lucas De Bolle
Cédric Liabeuf
Adrion Pajaziti
Nathan Baker
Ricardo Gardner
Nathan Delfouneso
Elliot Parish
Fredrik Risp
Fabrice Pancrate
João Pedro
Jean-François Bédénik
David Rocha
Rubén Sánchez
Scott Dann
Kaine Kesler-Hayden
Boulaye Dia
Imanol García de Albéniz
Juan Artola
Paul Freier
Yohann Pelé
Andrea Adamo
Francesco Ardizzone
Andrea Bagnai
Ryder Matos
Michele Camporese
Mounaïm El Idrissy
Federico Carraro
Chituru Odunze
Ricardo Pepi
Gabriel Pereira
Reinier
Yan Couto
Lewis Dobbin
Alessandro De Vitis
Francesco Di Gregorio
Antonio Leal
José Manuel
Dani Tasende
Carlo García
John Donald
Fer Niño
Ignazio Gattuso
Pietro Iemmello
Giacomo Lo Monaco
Grégory Cerdan
Amir Feratovic
Walter Mineo
Benjamin Sesko
Thibaut Vargas
Samy Benchamma
Giuseppe De Luca
Max Taddei
Wilfried Gnonto
Timothé Rupil
Steven Pelé
Yoann Poulard
Tomas Micola
Olivier Thomas
Ousseynou Ndiaye
Matthias Lust
Adam Hlousek
Lucas Beltrán
Roméo Lavia
Iker Recio
Manu Lama
Marc Tenas
Carlos Rojas
Ángel Fortuño
Marc Carmona
Genar Fornés
Gerard Barri
Carlos García
Dani Villahermosa
Jofre Carreras
Kenneth Soler
Riccardo Ciervo
Raul Morichelli
Filippo Tripi
Marco Caligiuri
Mario Gómez
Danley Jean Jacques
Dany Jean
Iván Romero
Juan María Alcedo
Marijo Maric
Nicolas Loison
Manu Navarro
Matteo Bignetti
Lillo Castellano
Álvaro Domínguez
Víctor Ruiz
Fanol Perdedaj
Jordi Figueras
Fernando Guerrero
Gonzalo
Luis Hernández
Tomás Mejías
Steve Pinau
Pablo Ramón
Eddy Sylvestre
Yanis Hamache
Martin Gneba
Kalidou Sidibé
Teddy Bartouche
Nathan Ngoumou
Fabio Rossitto
Kévin Mouanga
Jokin Esparza
Saber Ben Frej
Imanol Elías
Jorge Galán
Michael Ballack
Martin Meichelbeck
Rúper
Jan Moravek
Oier Sanjurjo
Mikel Santamaría
Ekhi Senar
Martin Svidersky
Roberto Torres
Óscar Vega
Nacho Zabal
Geovanni Barba
Ricardo Visus
Ismael Gutiérrez
Rodri Sánchez
José Calderón
Damir Milinovic
Raúl García
Filippo Terracciano
Alberto Quintana
Álex Revuelta
Lanchi
Lautaro Spatz
Isma Ruiz
Raúl Torrente
Antonio Aranda
Bruno Langa
Jesús Owono
Roberto Soriano
Anselmo García MacNulty
René Müller
Danko Lazovic
Ashley Barnes
Ádám Pintér
Patrick Helmes
Jules Goda
Jarell Quansah
Cheikh Kane Sarr
Josep Gayá
Miquel Llabrés
Miguelito
Pablo Gálvez
Thomas Giaquinto
Tomas Hubocan
Nicola Pasini
Igor Lewczuk
Iker Losada
Niccolò Pietra
Nicolò Bertola
Kagisho Dikgacoi
Tsepo Masilela
Francisco Mwepu
Víctor Sánchez
Pere García
Tiago Pinto
Peter Peschel
Biel Farrés
Nil Garrido
Kaique Rocha
Assil Jaziri
Leroy Fer
Jordan Zemura
Alejandro Zamora
Michael Craig
Calvin Ramsay
Matthew Craig
Giovanni Fabbian
Adrian Nikci
Branko Jelic
Enzo Le Fée
Thomas Reis
Alberto Marí
Yoel Ramírez
Pablo Valencia
Diego Moreno
Aimar Oroz
David Moberg Karlsson
Miguel Rodríguez
Beñat Turrientes
Álex Balboa
Borja Sainz
Damián Ísmodes
Cristian Melinte
Daniel Wass
David Boateng
Alex Campana
Moussa Narry
Sven Bacher
Vasilios Lampropoulos
Étienne Capoue
Mike Rietpietsch
Matías Martínez
Kwadwo Asamoah
Boubacar Djibolalahou
Imrân Louza
Diego Moreno
Alberto del Moral
Junmin Hao
Sory Doumbouya
Manuel Pozo
Antonio Vera
Hilko Ristau
Iago Domínguez
Carlos Domínguez
Carlos León
Alejandro Balde
Marc Casadó
Leo dos Reis
Fermín López
Fran Rico
Lucas Copado
Dani Benítez
Sebastian Schindzielorz
Mikel Saizar
Altin Kryeziu
David Lombán
Álex Quillo
Rodri
Petr Jiracek
Carl Davordzie
Olaf Schreiber
Aron Gunnarsson
Alejandro Cantero
Libor Kozak
Jiloan Hamad
Anele Ngcongca
Martín Pascual
Ángel Algobia
Femi Seriki
Tajon Buchanan
Nathan Butler-Oyedeji
Josef Husbauer
Thomas Stickroth
Nacho Uche
Mattia Graffiedi
Vaclav Pilar
Justin Janitzek
Tom Hülsmann
Lamberto Zauli
Michael Rabusic
Dario Hübner
Richecard Richard
Étienne Youté Kinkoué
Abdoulaye Coulibaly
Stefan Beinlich
Axel Sundermann
Tomas Vaclik
Shola Shoretire
Martín Satriano
Will Fish
Dorus de Vries
Eduardo Camavinga
Xavier Mbuyamba
Paolo Zanetti
Andrea D'Aniello
Paolo Tramezzani
Luca Bucci
Samir Toplak
Samuel Ntanda
Théo Godard
Néstor Araújo
Ali Koiki
Zouhaier Dhaouadi
Tommaso Baldanzi
Alessio Rizza
Giuseppe Abruzzese
Alfonso Camorani
Rein van Duijnhoven
Javier Chevantón
Balthazar Pierret
Sebastjan Cimirotic
Mihai Roman
Gianluca Colonnello
Florian Trinks
Drissa Diarra
Mikael
Marco Donadel
Guillermo Giacomazzi
Axel Konan
Brayan Vera
Christian Vander
Arnaud Kouyo
Brown Ideye
Emanuel Centurión
Tamás Kádár
Pizzi
Mario Fillinger
René Román
Dani Castellano
Alan Baró
Cristian Ledesma
Aritz Borda
José Manuel Catalá
Aldo Osorio
Luis Gil
Vicente Guaita
Luigi Piangerelli
Manu Hervás
Cheikh Niasse
Vukasin Poleksic
Juanfran Moreno
Jawad Dramé
Joan Tomás
Antonio Rosati
Jesús Unanua
Generoso Rossi
Kevin Pannewitz
Erminio Rullo
Keane Lewis-Potter
Cristian Silvestri
Bryan Soumaré
Lorenzo Stovini
Sadik Fofana
Bruno Amione
Max Tonetto
Joe-Loic Affamah
Odilon Kossounou
Mirko Vucinic
Manucho
Charles Akonnor
Orlando Sá
Sebastián Fernández
Ruan Levine
Lamare Bogarde
Axel Bellinghausen
Burbu Romero
Eren Dinkçi
Bernardo Espinosa
Jonathan Akpoborie
Alex Gibson-Hammond
Oliver Hammond
Christopher Mfuyi
Ben Greenwood
Abner
Aaron Ramsey
Sil Swinkels
Jim Allevinah
Tomás Mendes
Aitor Gismera
Juan Larios
Ángel Alarcón
Gavi
César Fernández
Roger Martínez
Rafa Obrador
Cristhian Mosquera
Mamoudou Karamoko
Nathaniel Adjei
Jayden Bennetts
Pablo Fontanello
Ebrima Darboe
Mathieu Bucher
Joel Voelkerling Persson
Malcom Bokele
Süleyman Koç
Leonardo Pavoletti
Alexsandro
James Abankwah
Evan Ferguson
Enzo Fernández
Matías Alustiza
Felipe Estrella
Brennan Camp
Wilfried Singo
Sabit Abdulai
Jack Pelter
Samuel Loric
Fabio Blanco
Marino Biliskov
El Bilal Touré
Boubacar Traoré
Formose Mendy
Moustapha Mbow
Dialy Ndiaye
Dion Lopy
Youssouph Badji
Jhon Durán
Issa Kaboré
Jean Botué
Mattia Barni
Issam El Adoua
Dimitar Berbatov
Mike Busch
Zinédine Ould Khaled
Christos Kourfalidis
Lorenzo Di Stefano
Léo Leroy
Robin Voisine
Vitaliy Kutuzov
Borja Gómez
Samuele Vignato
Simone Scaglia
Filippo Missori
Iacopo Regonesi
Giacomo Faticanti
Angelo Guida
Reinaldo Radu
Khalid Sekkat
Sebastian Plate
Godson Kyeremeh
Detlev Dammeier
Enrico Gaede
Nicolás Vigneri
Teeratep Winothai
Hákon Arnar Haraldsson
Sergio Busquets
Teerasil Dangda
Óscar Aranda
Andreu Fontàs
Jorge Morcillo
Abraham González
Timm Klose
Jordi Masip
Rubén Miño
Christian Petereit
Pedro
Fali
José Manuel Rueda
Alberto Milan
Lewis Warrington
Said Hamulic
Michael Delura
Xavi Torres
Dani Toribio
Enric Vallès
Jaume Costa
Míchel Herrero
Carles Martínez
Leonardo Buta
Carlos David
Ximo Navarro
Arturo Navarro
Olcina
Salva de la Cruz
Markus Feldhoff
Andy Haworth
Brad Young
Mamadou Sylla
Anton Kade
Stefan Demuth
Lucas Lavallée
Yanis Lhéry
Alan Virginius
Amjhad Nazih
Adrien Truffert
Jakob Pálsson
Vicente Iborra
Pier Paolo Salvati
Troy Deeney
José Ignacio Benítez
Marcel Wenig
Javi Castellano
Frank Greiner
Diego Moreira
Stefan Hoffmann
Cameron Plain
Euan Pollock
Josué Homawoo
Brooklyn Genesini
Darell Tokpa
Saba Sazonov
Gabriel Martinelli
Markus Brzenska
Yeferson Paz
Toni Sánchez
Christian Saydee
Mipo Odubeko
Bartuğ Elmaz
Göktan Gürpüz
Reece Welch
James Balagizi
Tom Hill
Thomas Hengen
Marcel Lubik
Gabriel Slonina
Karamoko Cissé
Christian Bekamenga
Jean Onana
Victor Boniface
Amadou Sidibé
Nihat Kahveci
Rob Lainton
Tope Obadeyi
Holger Hiemann
Samú Costa
Alessandro Sersanti
Bryan Teixeira
Stefan Parkes
Joaquín Sosa
Daniel Opare
Lewis Richardson
Paolo Lebas
Aaron Rowe
Andrzej Juskowiak
Fitz Hall
Ben Bobzien
Luigi Samele
Mert Yusuf Torlak
Elamine Erbate
Matías Masiero
Kalu Uche
Simon Adingra
Matteo Fiorenza
Dimo Krastev
Angelo Hugues
Andreas Isaksson
Ilya Zabarnyi
Daniel Jiménez
Henri Bienvenu
Ben Tozer
Esey Gebreyesus
Matías Rodríguez
John-Kymani Gordon
Riccardo Pagano
Mattia Motolese
Carney Chukwuemeka
Soumaïla Coulibaly
Warren Bondo
Noa Cervantes
Félix Lemaréchal
Bilal Nadir
Edouard Michut
Elye Wahi
Matthis Abline
Gioele Zacchi
Hal Robson-Kanu
Jack de Vries
Ousman Nyan
Piero Hincapié
Kermit Erasmus
Thomas Brdaric
Waldemar Kryger
Amir Abrashi
Luca D'Amato
Innocent Emeghara
Ermir Lenjani
Admir Mehmedi
Arttu Lötjönen
Álex Sánchez
Diego Coppola
Julio Enciso
Carles Planas
Dietmar Kühbauer
Oriol Romeu
Ergün Berisa
Jarrad Branthwaite
Sergio Canales
Fabio Daprelà
Jon Gaztañaga
Keko Gontán
Jon Aramburu
Ángel Martínez
Willian Pacho
Oscar Bobb
Leo Fuhr Hjelde
Alexandre Tégar
Roberto Batres
Efraín Juárez
Stephan Loboué
Juan Tejera
Amir Arli
Kyle Naughton
Rassoul Ndiaye
Rafa Marín
Marcelo Pitaluga
Giuseppe D'Agostino
Luis Rojas
Cristobal Jorquera
Marcel Maltritz
Modeste M'Bami
Gamal Hamza
Eniss Shabani
Ammar Jemal
Tyler Onyango
Darko Gyabi
Ahmed El Mohamady
Felix Katongo
Zsombor Senkó
Vini Souza
Christian Fuchs
Daniele Ragatzu
Samuel Bouhours
Giovanni Bonfanti
Bedsenté Gomis
Andrea Oliveri
Issa Makalou
Wilfried Moimbé
Tomislav Maric
Nduka Ozokwo
Sloan Privat
Anthony Scribe
Franck Tabanou
Abdou Traoré
Tranquillo Barnetta
Besart Ibraimi
Loïc Nestor
Dikeni Salifou
Sven Müller
Rene Gilmartin
Keisuke Honda
Matthew Collins
Jaden Philogene
Ángel Rangel
Jonas Nickisch
Dorinel Munteanu
Dario Gebuhr
Mattis Hoppe
Mohamed Simakan
Daniel Imhof
Capita
Zito Luvumbo
Alexandre Lauray
Andrés Lamas
Alain Junior Ollé Ollé
Steve Mvoué
Aitor Ramos
Ousmane Ba
Aliou Baldé
Aarón Bueno
Federico Caia
Tommaso Bertini
Yasin Ayari
Lisandro Magallán
Alexandru Borbei
Charlison Benschop
Kafoumba Coulibaly
Diallo Guidileye
Sebastian Revan
Oussama Targhalline
Yassine Kechta
Alaa Bellaarouch
Anas Nanah
Krzysztof Nowak
Omar Faraj
Javi Serrano
Rodri Alonso
Carlos Álvarez
Nico Serrano
Quique Fernández
Marcos Sánchez
Rubén Iranzo
Kayky
Marquinhos
Ibra Cámara
Hugo Novoa
Alan Godoy
Ibon Ispizua
Marcelo Flores
Naël Jaby
Máximo Perrone
Yuito Suzuki
Dani Salas
Matías Soulé
Joaquín Blázquez
Brian O'Neil
Habib Keïta
Adam Bygrave
Luke Freeman
Moussa Gueye
Cheikhou Kouyaté
Thomas Cannon
Jean-Philippe Sabo
Jorge Pascual
Simon Church
Ignacio Fideleff
Ben Gill
Andrea Bozzolan
Ángel Díez
Filippo Distefano
Gary Madine
Markus Daun
Martin Petrov
Tanner Tessmann
Isak Hansen-Aarøen
Harvey Griffiths
Danny Welbeck
Chermiti
Diogo Monteiro
Víctor Laguardia
Zavon Hines
Vitolo
Fabián Monzón
Joe Whitworth
Isaac Mabaya
Ben Chrisene
Mohamed-Ali Cho
Divin Mubama
Jude Soonsup-Bell
Lewis Hall
Antwoine Hackford
Chema Antón
Luke Chambers
Sonny Perkins
Jamie Bynoe-Gittens
Dane Scarlett
Juan Cala
Adnan Masic
Dídac Vilà
Dmitriy Ananko
Tawanda Maswanhise
Wanya Marçal
Claus Reitmaier
Per Mertesacker
Caleb Taylor
João Victor
Daniel Samek
Lukas Ambros
Kamory Doumbia
Daniele Berretta
Giuseppe Colucci
Jean Carlos
Enzo Barrenechea
Jürgen Rische
Andrea Panico
Aaron Wilbraham
Wellington
Mario Santana
Sam Baldock
Stefano Morrone
Camilo
Richard Dutruel
Mark Oxley
Jonathan Rowe
Alexander Thamm
Michael Barnes
Ryan Bennett
David Zajas
Björn Lindemann
Antonio Ranieri
Bertuğ Yıldırım
Ben Hamer
César Moreno
Zoltan Sebescen
Russell Martin
Oscar Vilhelmsson
Filippo Berti
Jordan Parkes
Anthony Pilkington
David Stockdale
Marc Tierney
Emil Roback
Abdoulaye Ndiaye
Ashley Williams
Nick Blackman
Jonny Brain
Borja Rubiato
Benjamin Siegert
Andrew Wooten
Philippe Christanval
Neil Taylor
Thabang Molefe
Luke Ayling
Kyle Bartley
Thomas Cruise
Craig Eastmond
Emanuele Bianchi
Sanchez Watt
Michal Zyro
Michele Mangiapelo
Luigi Turci
Jonathan Gómez
Febian Brandy
Stefano Bettarini
Youssouf Ndayishimiye
Moris Carrozzieri
Mirko Conte
Santiago Pierotti
Aimo Diana
Nikola Soldo
Maurizio Domizzi
Alessandro Grandoni
Stefano Sacchetti
Manuel Gavilán
Javi Navas
Diego Jiménez
Nenad Sakic
Ramiro Mayor
Erik Morán
Dani Nieto
Jorge Pulido
Rubén Rochina
Óscar Santiago
Atsushi Yanagisawa
Óscar Sielva
Noel Futkeu
Milan Djuric
Thomas Kastanaras
Ferrie Bodde
Claus Thomsen
Juanlu Sánchez
Killian Benvindo
Facundo Pellistri
Andrey Galabinov
